107-112 F5.2	mag			i_{\rm PSF}			$i$-band PSF magnitude
113-118 F5.2	mag			z_{\rm PSF}			$z$-band PSF magnitude
117-123 F4.2	mag			\sigma_u			1-$\sigma$ uncertainty in $u$-band PSF magnitude
124-128 F4.2	mag			\sigma_g			1-$\sigma$ uncertainty in $g$-band PSF magnitude
129-133 F4.2	mag			\sigma_r			1-$\sigma$ uncertainty in $r$-band PSF magnitude	
134-139 F4.2	mag			\sigma_i			1-$\sigma$ uncertainty in $i$-band PSF magnitude	
140-145 F4.2	mag			\sigma_z			1-$\sigma$ uncertainty in $z$-band PSF magnitude
-------------------------------------------------------------------------------------------------------------------------------------
Note (1): The first four digits of the target code show whether the object was targeted by the Galaxy, Low-z QSO, High-z QSO, or Serendipity FIRST algorithm (in that order). The last digit indicates whether the object belongs to the Special Southern survey.
Note (2): S_{\rm 20 cm} is the peak flux of the nearest match within 2\arcsec {} from the FIRST survey \citep{beck95}; it is listed as 0 if no match was found. RMS flux is listed as -1 if objects in not in the FIRST survey area. 
Note (3): PSF asinh magnitudes are taken from the SDSS TARGET database and corrected for Galactic extinction \citep{schl98}
-------------------------------------------------------------------------------------------------------------------------------------
  34.643436   -0.769519  0.3722  8.61  8.62  703  60 52209 00001    0.00  0.149 20.96 20.58 19.97 19.58 19.12 0.14 0.04 0.03 0.03 0.06 
  35.332684    0.941207  0.4001  8.77  8.83  406 371 51869 01000    0.00  0.140 19.82 19.29 18.77 18.45 18.07 0.04 0.03 0.02 0.02 0.03 
  35.558853    0.757633  0.4214  8.29  8.33  671 416 52206 00001    0.00  0.143 21.53 20.99 19.93 19.43 19.14 0.13 0.04 0.02 0.03 0.06 
  35.844158    0.173563  0.2700  8.40  8.41  671 496 52206 00001    0.00  0.152 21.04 20.23 19.22 18.90 18.53 0.11 0.02 0.02 0.02 0.04 
  36.755116    1.120073  0.3628  8.70  8.70  671 604 52206 00001    0.00  0.147 21.87 21.10 19.95 19.50 19.08 0.19 0.04 0.02 0.03 0.06 
  38.101021   -8.194509  0.1001  8.58  8.60  454 628 51908 10010    4.00  0.152 19.57 18.19 17.59 17.08 16.93 0.03 0.01 0.02 0.01 0.02 
  38.549057   -7.760684  0.3098  8.72  8.78  455 428 51909 00010    1.10  0.150 21.83 21.18 19.81 19.77 19.26 0.19 0.04 0.02 0.03 0.06 
  39.146118    0.857459  0.2066  9.17  9.20  408 378 51821 10000    4.58  0.141 20.46 19.25 18.13 17.81 17.91 0.07 0.02 0.01 0.01 0.02 
  39.797253    0.066597  0.4318  8.59  8.60 1070 491 52591 00001    0.00  0.138 22.03 21.62 20.71 19.89 19.54 0.26 0.06 0.03 0.03 0.08 
  40.076988   -0.402719  0.4276  8.92  8.94 1510 145 52992 00001    1.16  0.151 22.22 21.47 20.50 19.57 19.25 0.24 0.05 0.05 0.03 0.05 
  40.096748    1.242432  0.4316  8.90  8.94 1510 521 52992 00001    0.00  0.143 23.56 22.08 21.22 20.10 20.11 0.87 0.10 0.06 0.04 0.12 
  41.554039    0.077520  0.2027  8.73  8.77  807 431 52295 00001    0.00  0.145 21.09 20.15 19.06 18.94 18.84 0.11 0.02 0.02 0.02 0.05 
